# ra                   dec                    
  8.8573647            0.0960397              
  350.7924805          -0.0818638             
  32.0807571           -0.3778131             
  30.2125969           0.1627459              
  2.1595649999999997   -0.8658019444444444    
  16.7762489           1.1147563              
  32.6437988           -0.5264828             
  335.929991214        -0.794958312046        
  32.5026366379        0.83983622997          
  356.505479287        -0.106798940418        
  30.66475694444444    0.2767619444444444     
  30.718508055555553   0.8521749999999999     
  21.051959999999998   -1.0138230555555554    
  15.874093888888886   -0.11001805555555554   
  24.6561584           0.4886418              
  352.759741905        -0.414459569844        
  22.68087194444444    -0.12647388888888889   
  359.362315491        -0.405249256097        
  357.569072644        1.04775884953          
  331.830837666        0.282383117242         
  7.6921287            0.0206486              
  9.8497362            -0.4943034             
  347.2457886          -0.095754              
  353.477470595        -0.986522761608        
  35.440388504         -0.547578806025        
  25.8680281903        -0.831319075702        
  338.613303778        -0.238896439621        
  5.5834031            1.0215818              
  34.9383184598        -0.347390961735        
  6.348093055555554    -0.1532361111111111    
  1.2991388888888886   0.5849369444444443     
  10.7729414561        0.49875352309          
  31.9834309           -0.9383422             
  22.5567799921        0.0481989920093        
  7.78983808569        0.108923798807         
  33.9098969           0.6105301              
  352.2738037          0.7449065              
  359.8297119444444    0.17419999999999997    
  20.9063606           -0.3069827             
  13.7087202           -0.0442544             
  8.824821944444443    0.7260380555555555     
  334.67299163         0.887863450624         
  349.045671504        -0.594991283184        
  354.86648611111104   0.16628999999999997    
  19.7447929           0.6693896              
  20.1336174           0.1021421              
  11.7060347           0.2384072              
  17.3637905           1.0229681              
  29.3314686           -0.5991258             
  354.357716736        -0.713452656362        
  6.32136649495        -0.181089824107        
  35.6486626           0.0479659              
  340.085705233        0.113255948442         
  35.64866305555555    0.047966111111111105   
  7.353249999999999    -0.987406111111111     
  355.9883118          0.8007668              
  15.130786937         -0.395333075731        
  334.393596114        0.625830377866         
  16.5498525688        -0.358390256719        
  343.658328088        -0.649602101291        
  33.5411034           0.0367538              
  1.14462461799        0.790834674985         
  24.3942527086        -0.0425815530733       
  31.9071446823        -0.525237788691        
  346.1426392          0.5824078              
  356.8555298          -0.7212365             
  4.29986934449        0.169208001359         
  35.2539444           0.0296326              
  0.594733906049       -0.262753266884        
  30.2494888           -0.8663111             
  7.086158055555555    0.5428938888888888     
  3.4743426            -0.1536588             
  22.4042734852        -0.653300072462        
  23.9470541807        -1.08899939366         
  349.8052979          -0.4327302             
  359.2072144          0.7735377              
  13.1060133287        0.71420466991          
  350.0534668          0.3343028              
  352.2055664          -0.5874762             
  358.121582           0.682318               
  345.9085999          -0.8077923             
  16.3282468967        -0.323897166697        
  33.55166194444444    -0.47639694444444436   
  10.3088474           -0.198172              
  358.7557069444444    0.9116219444444443     
  4.230495             -0.1155264             
  341.521433089        -0.0901064002262       
  16.123971944444442   -0.6161119444444444    
  352.6732480555555    -0.2048461111111111    
  13.147975            0.4975445              
  14.4876457666        -0.215495806204        
  25.890337            -0.2137193             
  345.120697           -0.2943487             
  348.8552856          -0.5605171             
  33.6438522           0.7408394              
  28.4887466           0.5238512              
  15.3824167           -0.2386004             
  34.2182683424        -0.234448623483        
  33.2240465617        0.747346406179         
  35.5799065           -0.5082566             
  9.02192863929        0.271866247183         
  349.31008888888886   -0.08195694444444443   
  29.4316196           -0.364847              
  29.2593212           0.0847353              
  26.626131111111107   0.8990080555555554     
  17.1732859711        1.14674292118          
  6.77458574273        0.416995112968         
  351.145349061        0.0597188198274        
  354.798324568        0.729464759548         
  357.55554194444437   -0.691856111111111     
  27.0257034           -0.2561568             
  13.224281844         -0.5418668157          
  354.1688230555555    0.6311719444444444     
  33.1447372           -0.871033              
