#      az(d)       el(d) polygon_ids
  34.307693    0.930310  847
  12.971203   -0.807827 1727
 354.426636    0.559910 1447
  18.597553   -0.175056 1886
  28.473522    0.335561  808
 353.800751   -0.176277 3097
  26.028023   -0.714216 2730
  33.541103    0.036754  839
  32.566406   -0.848186 2452
  30.212597    0.162746  816
  30.253160    0.345012  822
  27.404331    0.017321  799
  11.335275   -0.704829 1716
  31.416929   -0.580749 2440
   9.849736   -0.494303 1707
 332.797668    0.627532 1217
  22.343622    0.215460  189
  29.259321    0.084735  813
  13.244685    0.281907  111
  29.378014   -0.050714 2428
 357.989258    0.677610 1482
  16.442900   -0.432293 1807
  24.484367   -0.648244 2698
  12.083056    0.168316   99
   0.841267   -0.396320 1627
  27.235083   -0.829421 2599
  29.576010    0.087986  814
  13.285535    0.322479  111
 345.687012    0.749299 1377
   2.367978   -0.436949 1641
 346.405518   -0.824797 3040
  35.070328    0.121044  852
  32.914661   -0.102026 2452
 351.372894   -0.031391 3069
 358.121582    0.682318 1482
  10.554709    0.270800   86
   8.519974    0.289576   68
  14.820238    0.591273  280
  26.439049    0.623038 1038
  15.230850    0.353234  518
  19.055170   -0.329476 1946
  21.646006    0.151145  246
   5.554254   -0.755540 1659
  31.032196    0.053376  826
  22.927422   -0.752070 2609
  16.789043    0.079785  206
  35.259563   -0.340835 2470
  15.782091    0.381969  183
  32.126404   -0.497465 2446
  29.748489    0.674077  816
  25.322155   -0.429369 2503
  13.542853    0.316991  116
   7.316914   -0.554507 1681
  33.657906   -0.002977 2789
  33.909897    0.610530  841
 356.056122   -0.789084 3116
  35.671703   -0.296293 2470
 351.755005    0.360116 1423
 346.172943   -0.433017 3039
 356.800110   -0.227470 3123
  34.908619    0.863478  852
 355.618042   -0.108506 3118
  34.415726   -0.695922 2461
  14.812714   -0.968969 2066
   0.811685    0.132952    8
 359.493500    0.304445 1491
 339.369263    0.885702 1313
  26.662397    0.887990 1040
 358.194428   -0.957977 3136
   2.616072   -0.312527 1641
  17.237989    0.900701  388
 353.457519   -0.424172 3091
  25.940784    0.627297 1080
   0.137769   -0.942157 1624
   8.015528    0.540926   68
  27.551651   -0.856915 2585
  25.925867   -0.959007 2553
  24.670155    0.212279  883
  32.791588   -0.618395 2452
   6.153092   -0.104480 1668
  15.742382    0.091494  519
  29.764673   -0.819582 2428
  12.199800    0.805102  107
  18.973659   -0.207151 1944
  29.331469   -0.599126 2428
  19.384314    0.147301  559
  10.494656    0.171417   86
   3.474343   -0.153659 1646
 349.763733    0.671813 1403
  11.814676    0.518596   99
 350.053467    0.334303 1410
  26.704582    0.495923  893
  32.881313    0.820244  839
 359.207214    0.773538 1491
   2.168278    0.831808   19
  24.838291    0.016431 1160
  34.251591    0.090069  841
 349.967163   -0.812193 3064
  33.172375    0.471154  839
   9.610583    0.144778   81
  24.487551    0.392303  941
   7.976296   -0.406144 1687
  18.511751    0.408867  567
   9.481612    0.913872   81
  15.615701   -0.860986 2099
   0.796892   -0.961898 1630
  25.498549   -0.700968 2644
   6.137226   -1.001165 1666
  19.642670    0.922767  202
 350.298706   -0.041825 3066
   8.924829    0.917781   75
  15.126289    0.554214  552
  30.469544    0.487833  822
  31.580328   -0.909753 2440
  22.390350    0.656730  240
   6.705695    0.391682   57
  27.044813    0.898643  799
  22.610222   -0.303899 2667
  29.519114    0.296733  814
 352.824341   -0.654797 3082
   7.945546   -0.556413 1687
 349.168304   -0.155891 3062
  33.643387   -0.642529 2453
  12.287446    0.030440  107
  17.532017    0.879523  380
  22.366449   -0.938367 1962
   9.650244   -0.666324 1702
  21.353962    0.001119  135
  29.717024    0.223328  816
  14.686591    0.316727  159
  31.791738    0.633281  830
  23.821718   -0.907433 2620
  18.645008    0.326597  563
 353.859436   -0.513340 3097
  10.230216   -0.907410 1703
  28.493288    0.901226  808
  14.571951   -0.985997 2066
   4.418655    0.917052   36
 357.421753    0.214000 1477
  32.873253   -0.534035 2452
  16.718296    0.529197  211
 344.009308   -0.690474 3024
  25.351725    0.358242  933
  10.015117   -0.416921 1707
  33.206028   -0.958589 2453
   8.122432    0.829400   68
 350.059326   -0.615929 3064
  24.197256   -0.790844 2700
  22.923311   -1.057021 2602
 342.410828   -0.669081 3004
