#az(d)       el(d) polygon_ids
 354.019958    0.443182 1447
 351.912781   -0.811688 3077
   6.141229   -0.425938 1668
  12.070530   -0.003974 1719
  24.397787   -0.789834 2699
  26.272433   -0.865169 2553
  13.092176    0.222117  111
 333.519102   -0.496195 2874
 331.992279    0.813933 1210
  20.582377    1.164729  148
   4.110577    0.609008   36
 356.543030   -0.562596 3123
   5.554254   -0.755540 1659
  13.285535    0.322479  111
 354.244070    0.318467 1447
 349.202820    0.831309 1403
 359.787252   -0.226552 3255
  11.480882    0.333900   99
 348.592765    0.054342 1390
 351.315704    0.105288 1415
  35.152706    0.521805  852
   0.441354    0.886375    1
  11.083818    0.178949   93
 332.797668    0.627532 1217
  26.488470    0.053745  914
  27.756207    0.496965  804
   8.941086    0.384953   75
  12.273874   -0.514230 1719
  25.322155   -0.429369 2503
  28.473522    0.335561  808
 355.246521    0.004985 1454
  17.845600   -0.043560 1820
  30.450333    0.706688  822
   8.609297    0.433895   68
  22.642412   -0.351849 2667
 345.234075   -0.793724 3032
  29.925697   -0.318769 2429
  21.678799    0.044169  589
  24.281347    0.854686  903
   8.337523    0.693555   68
  33.378311   -0.979044 2453
 338.543457   -0.554300 2971
  29.680954   -0.926762 2428
  10.962759    0.979540   93
   8.144255   -0.265857 1687
  14.228700   -0.535462 2061
  11.398627    0.233612   93
 347.977875    0.346089 1390
   6.661078   -0.573156 2246
  13.654560    0.511029  116
  28.368742    0.163918  808
  20.671713   -0.835521 1843
  16.214805    0.699624  499
   3.380271   -0.252602 1646
  35.312683   -0.812604 2470
 352.133026   -0.302709 3079
  29.019747   -0.718440 2422
 358.515472   -0.611476 3140
  18.820328    0.695407  359
 349.945386   -0.337033 3064
  11.065954   -0.717535 1708
  30.050775   -0.355358 2429
   3.824779    0.159883   30
  23.699945    0.791109 1014
  14.247094    0.728583  307
  26.334963    0.059080 1097
 348.868500   -0.856364 3055
 355.511414    0.562696 1460
   1.303097   -0.935869 1635
  31.746122    0.501876  830
 353.225439   -0.946713 3094
 348.951632    0.123301 1398
 353.105566    0.011845 1435
 353.474290   -0.905283 3094
 358.942261   -0.395264 3140
  31.897274    0.208125  830
   5.229065   -0.854102 1659
   7.417146    0.901614   63
 352.188489   -0.528896 3079
  18.488020    0.639597  365
  17.721599    0.098266  286
  34.148697    0.191031  841
   5.986948   -0.640548 1668
  19.477182    1.097503  198
  28.765647    0.314882  808
 349.492637   -0.029196 3064
   5.725051   -0.415842 1668
  19.088367    0.680185  277
   0.148753    0.305334    0
  13.288899   -0.444876 1731
   8.314671    0.012967   68
  17.664022   -0.391070 1817
 350.754828    0.160795 1415
  29.854474   -0.298727 2429
 347.875244   -0.277581 3051
 344.944306   -0.599136 3030
 344.585772   -0.379479 3028
  29.897854    0.067015  816
   3.000763    0.147238   25
  23.411558   -0.642068 2619
 350.581726   -0.823167 3066
   8.693711    0.235936   68
  23.861427    0.542079 1022
 349.369049    0.595598 1403
 333.150269    0.829457 1224
  20.766672   -0.744758 2121
  28.185173   -0.372188 2416
  13.720327    1.006985  116
   8.459215   -0.547302 1690
  17.510050    0.200057  291
  15.838945   -0.792722 1758
  28.727642    0.264775  808
 344.468964    0.375107 1548
  11.569726    0.913208   99
  29.674053   -0.855678 2428
  19.066341   -0.351074 1948
   2.038927    0.826534   19
  26.972952   -0.926037 2543
  34.886509    0.814064  852
 343.732499    0.531504 1354
   9.422316    0.029680   75
  31.909277    0.164820  830
  24.863550    0.892810  897
  34.459236    0.814939  847
   9.852259    0.417094   81
  12.496845    0.317538  107
  28.015516   -0.877756 2416
  23.489718    0.235234  927
   3.962127    0.606496   36
  22.445299    0.466263  189
 348.125244    0.255954 1390
 341.387154   -0.003633 3000
 349.534363   -0.534595 3062
 348.477600    0.547322 1395
   4.845069   -0.827274 1653
 331.310120    0.860613 1257
 349.346130    0.835272 1403
  27.151379    0.086544  859
  17.125109    0.231818  293
  33.575295   -0.593491 2453
 348.856232   -0.143466 3218
  19.797884    1.127359  202
  30.800394   -0.861713 2435
   8.659953    0.238155   68
 346.172974    0.552007 1379
 348.676127   -0.160331 3055
 357.388733    0.315792 1477
  23.770411   -0.667600 2600
  35.402923    0.588204  852
   5.468358   -0.461087 1665
 352.479401   -0.787505 3082
  15.877660    1.129375  490
  14.767319   -0.591406 2064
   4.510682   -0.337193 1658
   7.812736    0.892346   61
 351.372894   -0.031391 3069
  26.516905   -0.641852 2550
   6.858473   -0.981596 1671
 353.250916   -0.341815 3091
  24.077503    0.008014  973
 350.465241   -0.202637 3066
   6.262250    0.694297   51
  10.621551    0.230914   86
  21.440983   -0.973992 1906
  19.534527   -0.531977 1950
 350.676922    0.712476 1415
  26.430523   -0.425659 2730
   9.993007   -0.230795 1707
  26.853275   -0.207473 2491
 359.603027    0.270381 1491
   4.135158    0.239341   36
   0.145326    0.398285    0
  25.406120   -0.912770 2644
  33.482082    0.826042  841
  22.522470    0.475340  955
  33.497642   -0.513260 2453
   4.577952    0.452542   36
 358.084387    0.293295 1482
  14.546705    0.781837  307
   2.616072   -0.312527 1641
  31.765953    0.447993  830
  34.623883   -0.838193 2465
  23.955073    0.282463  939
   6.823832   -0.973977 1671
  32.857453    0.379215 1129
  31.569363    0.859384  830
  31.835131   -0.778447 2443
   9.800192    0.215441   81
  28.901643   -1.001647 2420
  15.021810   -1.062280 2096
 358.793640   -0.778190 3140
 351.279205    0.714900 1423
 359.273132    0.372699 1488
  22.626036   -0.224424 2667
 350.059326   -0.615929 3064
 338.923309   -0.782935 2968
  16.616736   -0.428355 1805
   8.326158    0.271435   68
  22.829949    0.136492 1070
 351.142954    0.267718 1415
 358.397613   -0.883459 3136
  31.350933    0.470634  826
