# ra            dec         
  1.2645304     0.5631586   
  27.8892078    0.4580061   
  17.508297     -0.6871732  
  352.1181335   -0.9575623  
  12.0705347    -0.0039752  
  355.9883118   0.8007668   
  19.3466282    -0.402454   
  17.4681911    0.1148222   
  352.70578     -0.0659099  
  26.9017925    0.5982123   
  356.9945068   -0.4258915  
  34.9383202    -0.3474107  
  29.4794388    0.3835357   
  10.1016312    0.7511712   
  6.3213677     -0.1811051  
  349.853302    0.4783668   
  32.8947754    0.1022109   
  3.9544985     0.2922112   
  28.7656536    0.3148687   
  358.1379089   -0.2575867  
  10.6215343    0.230904    
  353.9646606   0.8347256   
  31.7366314    0.7496775   
  352.1884766   -0.5289     
  15.7186813    -0.9774729  
  3.6347351     0.4383284   
  31.0014534    0.0283877   
  351.3164978   0.7805125   
  23.7286396    -0.4456775  
  6.6077685     -0.8083521  
  6.351243      -0.8161812  
  358.6562805   -0.1262829  
  1.6583195     -0.6156386  
  28.7208443    0.4372189   
  17.7396717    0.3295653   
  354.4222107   -0.3340054  
  7.8127356     0.8923463   
  11.1177092    -0.1131434  
  344.4637756   0.7710619   
  14.0670462    -0.5693554  
  353.7744141   -0.6683858  
  354.3576965   -0.7134739  
  10.6415472    -0.89179    
  11.2080784    -0.0744225  
  2.1712217     0.6222839   
  356.4111633   0.6554756   
  10.183466     -0.9075108  
  358.0795288   -0.0033636  
  349.8052979   -0.4327302  
  30.0189247    0.4399402   
  34.6019516    -0.5471492  
  24.0248318    0.7334258   
  356.7273254   -0.736037   
  7.0620008     0.8729035   
  32.8574562    0.3792057   
  354.0684204   -0.657881   
  14.0381641    -0.318197   
  356.1455688   0.2300704   
  7.7576418     -0.8334025  
  24.4113407    -0.8639644  
  23.6999588    0.7911043   
  6.6117749     0.4052652   
  33.6337585    0.6613247   
  353.5968933   -0.7498792  
  31.1669617    -0.1210502  
  28.8110008    0.1929412   
  27.6208935    0.8912072   
  356.4507446   0.0967735   
  350.0855713   0.6779047   
  18.2151699    -0.9531684  
  1.1812785     0.3954875   
  13.3634205    -0.1147585  
  16.4544926    -0.2895215  
  6.6896405     -0.6352921  
  31.8351307    -0.7784472  
  24.539402     -0.9060562  
  9.0219307     0.2718662   
  12.4968576    0.3175402   
  2.6828153     -0.7856392  
  1.6389688     -0.2481415  
  5.8098683     -0.0782517  
  4.2677879     -0.9211474  
  4.1105671     0.6090139   
  349.9454041   -0.3370257  
  7.4186072     0.9382888   
  6.9169097     1.0243776   
  34.587883     -0.4627498  
  0.82827       0.3567714   
  6.2622714     0.6942881   
  350.786438    -0.7995279  
  29.8950405    0.2919106   
  4.230495      -0.1155264  
  358.3976135   -0.8834587  
  9.700139      0.1504423   
  19.6237888    0.0339771   
  7.0537229     -0.1669469  
  31.7181778    -0.1049247  
  19.7447929    0.6693896   
  27.7562065    0.4969651   
  12.8959379    0.7087003   
  3.962127      0.6064961   
  15.9510183    -0.3003504  
  354.7160034   -0.395168   
  24.4583359    0.5957987   
  353.0456238   -0.787863   
  30.4379864    -0.0544726  
  34.7540245    -0.0762319  
  33.5752945    -0.5934906  
  9.8445816     0.4452515   
  337.9464722   -0.3788056  
  0.3610717     0.0052236   
  27.4058723    -0.5720034  
  2.3113468     0.4054846   
  18.2784615    0.0310113   
  29.2900028    -0.3029348  
  2.9860251     -0.0946556  
  353.2254639   -0.9467108  
  6.2264047     0.4025782   
  17.7216129    0.0982637   
  6.3668137     -0.5632801  
  27.362875     0.4857949   
  356.8555298   -0.7212365  
  2.838026      -0.0961848  
  10.5983629    -0.0709995  
  14.1447592    -0.7161804  
  8.612833      -0.3627264  
  25.890337     -0.2137193  
  357.0805664   0.6499221   
  23.7466373    0.5048442   
  21.9218731    0.8838963   
  6.8109088     0.7617694   
  8.3261585     0.2714355   
  27.914629     -0.3397331  
  24.2878208    -0.269883   
  26.5487099    -0.7246976  
  18.4667454    0.8761041   
  6.0966887     0.4324211   
  6.9543476     0.5500565   
  32.285347     0.8559641   
  352.0374451   -0.4659705  
  26.3808231    0.5172965   
  26.4305229    -0.4256593  
  4.6599874     0.8254276   
  354.188446    0.766662    
  3.0660334     0.3908591   
  344.8199158   -0.6787049  
  30.7346077    0.8767107   
  357.7089233   0.8673239   
  344.0327759   0.5401743   
  346.6712036   0.2827103   
  332.5030823   -0.1421184  
  346.4412537   0.1503713   
  341.8002014   0.366299    
  332.3292236   -0.1045765  
  344.844574    0.2351398   
  334.7454529   0.1199978   
  333.4057007   0.6710775   
  337.4091187   -0.2939646  
  342.4975891   0.0944976   
  342.2059326   -0.6037003  
  339.6850891   -0.8119134  
  346.0187378   0.0112858   
  346.4301453   0.0023267   
  332.9315491   0.523738    
  334.9311829   -0.7483334  
  333.614563    0.1439409   
  343.9863586   -0.3586318  
  342.4785461   -0.4230772  
  337.9081421   -0.1186734  
  341.6184692   0.6183672   
  331.4743652   0.7334051   
  333.7136536   0.7537494   
  345.9085999   -0.8077923  
  337.4613342   -0.3967034  
  334.5085144   -0.9622742  
  333.635376    -0.3084183  
  337.1074829   0.2360778   
  346.5385132   -0.5419189  
  335.5475464   0.2333122   
  343.3371582   0.3518407   
  347.5785828   0.8596345   
  346.5413513   -0.5556498  
  333.4786682   0.320108    
  344.3429565   0.6289583   
  333.0348206   -0.2732483  
  337.081604    -0.738139   
  346.1491394   -0.8437006  
  335.5148926   0.6626489   
  335.723938    0.3550251   
  346.7892761   -0.905521   
  334.172699    -0.012964   
  344.597229    0.2208987   
  332.9985352   0.7894471   
  348.4806519   -0.1748493  
  342.92453     -0.4057967  
  358.6782837   -0.1409902  
  24.1468601    -0.3900323  
  14.9071035    -0.0353239  
  15.301342     -0.3712795  
  19.4898682    -0.6676803  
  19.7789707    0.3527443   
  357.2802429   0.2664678   
  354.3778687   0.3271929   
  27.8576298    0.3924273   
  27.3960838    -0.7339485  
  5.7250514     -0.4158418  
  23.1158981    0.8251748   
  6.4611535     -0.4129611  
  34.7725754    -0.6693166  
  17.2321358    -0.3406827  
  23.0589714    0.8931752   
  359.6030273   0.2703812   
  27.6180649    0.76438     
  11.2238474    0.0116386   
  6.9420671     -0.3623687  
  358.9328613   0.6322715   
  11.4958153    0.0377629   
  19.1259308    0.8746996   
  34.5151939    0.2142634   
  33.6438522    0.7408394   
  16.1991138    -0.9289727  
  6.9887886     -0.2008978  
  16.980442     -0.4998923  
  30.2209148    0.132753    
  356.5811768   0.8843869   
  5.9962268     -0.1842929  
  31.5142517    0.8931364   
  356.980072    0.5605813   
  30.2494888    -0.8663111  
  10.132781     0.7011009   
  29.8061428    -0.7146056  
  18.3397598    0.090378    
  8.7015543     0.3834006   
  359.3930359   0.5828795   
  12.9067106    -0.9336203  
  31.7522964    -0.5719107  
  359.2731323   0.3726985   
  33.6455383    -0.46586    
  16.6486168    0.7375772   
  356.7825012   0.6366222   
  357.7907104   -0.8096628  
  18.5354786    -0.8703985  
  16.2726879    0.3287286   
  34.3076935    0.9303097   
  12.9712029    -0.8078273  
  354.4266357   0.5599099   
  18.5975533    -0.1750561  
  28.4735222    0.3355606   
  353.8007507   -0.1762771  
  26.0280228    -0.7142161  
  33.5411034    0.0367538   
  32.5664062    -0.8481858  
  30.2125969    0.1627459   
  30.2531605    0.345012    
  27.4043312    0.0173211   
  11.3352747    -0.7048289  
  31.4169292    -0.5807493  
  9.8497362     -0.4943034  
  332.7976685   0.6275325   
  22.3436222    0.2154602   
  29.2593212    0.0847353   
  13.2446852    0.2819068   
  29.3780136    -0.0507138  
  357.9892578   0.6776104   
  16.4428997    -0.432293   
  24.4843674    -0.6482441  
  12.0830564    0.1683163   
  0.8412675     -0.3963197  
  27.2350826    -0.8294213  
  29.5760098    0.0879861   
  13.2855349    0.3224789   
  345.6870117   0.7492994   
  2.3679781     -0.4369491  
  346.4055176   -0.8247971  
  35.0703278    0.1210436   
  32.9146614    -0.1020256  
  351.3728943   -0.0313909  
  358.121582    0.682318    
  10.5547085    0.2707996   
  8.5199738     0.2895758   
  14.8202381    0.5912734   
  26.4390488    0.6230379   
  15.2308502    0.3532342   
  19.0551701    -0.329476   
  21.6460056    0.1511453   
  5.5542536     -0.7555401  
  31.032196     0.0533763   
  22.9274216    -0.7520696  
  16.7890434    0.0797854   
  35.2595634    -0.3408351  
  15.7820911    0.3819688   
  32.1264038    -0.4974649  
  29.7484894    0.6740766   
  25.322155     -0.4293686  
  13.5428534    0.3169913   
  7.3169136     -0.5545066  
  33.6579056    -0.0029769  
  33.9098969    0.6105301   
  356.0561218   -0.789084   
  35.6717033    -0.2962929  
  351.7550049   0.3601155   
  346.1729431   -0.4330166  
  356.8001099   -0.2274703  
  34.9086189    0.8634775   
  355.618042    -0.1085058  
  34.4157257    -0.6959224  
  14.8127136    -0.9689691  
  0.8116851     0.1329524   
  359.4934998   0.3044454   
  339.3692627   0.885702    
  26.6623974    0.8879896   
  358.1944275   -0.9579766  
  2.6160717     -0.3125272  
  17.2379894    0.9007014   
  353.4575195   -0.424172   
  25.9407845    0.6272972   
  0.1377689     -0.9421566  
  8.0155277     0.5409264   
  27.551651     -0.8569146  
  25.9258671    -0.9590075  
  24.6701546    0.2122785   
  32.7915878    -0.6183954  
  6.1530924     -0.1044803  
  15.742382     0.0914938   
  29.7646732    -0.8195818  
  12.1998005    0.8051019   
  18.9736595    -0.2071511  
  29.3314686    -0.5991258  
  19.3843136    0.1473008   
  10.4946556    0.171417    
  3.4743426     -0.1536588  
  349.7637329   0.6718132   
  11.8146763    0.5185961   
  350.0534668   0.3343028   
  26.7045822    0.4959233   
  32.8813133    0.8202438   
  359.2072144   0.7735377   
  2.1682777     0.831808    
  24.8382912    0.0164307   
  34.2515907    0.0900688   
  349.9671631   -0.8121931  
  33.1723747    0.4711537   
  9.6105833     0.1447784   
  24.4875507    0.3923035   
  7.9762955     -0.4061441  
  18.5117512    0.4088666   
  9.4816122     0.9138722   
  15.6157007    -0.8609855  
  0.7968919     -0.9618976  
  25.4985485    -0.7009681  
  6.1372256     -1.001165   
  19.6426697    0.9227667   
  350.2987061   -0.041825   
  8.9248295     0.9177807   
  15.1262894    0.5542138   
  30.4695435    0.4878328   
  31.580328     -0.9097526  
  22.3903503    0.6567298   
  6.7056952     0.3916817   
  27.0448132    0.8986426   
  22.6102219    -0.3038993  
  29.5191135    0.296733    
  352.8243408   -0.6547974  
  7.9455457     -0.5564128  
  349.1683044   -0.1558905  
  33.6433868    -0.6425294  
  12.287446     0.0304396   
  17.5320168    0.8795229   
  22.3664494    -0.9383668  
  9.6502438     -0.6663244  
  21.3539619    0.0011186   
  29.7170238    0.2233276   
  14.6865911    0.3167265   
  31.7917385    0.6332814   
  23.8217182    -0.9074335  
  18.6450081    0.3265972   
  353.859436    -0.5133403  
  10.230216     -0.9074097  
  28.493288     0.9012257   
  14.5719509    -0.9859968  
  4.4186554     0.9170524   
  357.4217529   0.2140003   
  32.8732529    -0.5340351  
  16.7182961    0.5291967   
  344.0093079   -0.6904735  
  25.3517246    0.3582417   
  10.0151167    -0.4169212  
  33.206028     -0.958589   
  8.1224318     0.8293998   
  350.0593262   -0.6159289  
  24.1972561    -0.7908441  
  22.9233112    -1.0570214  
  342.4108276   -0.6690811  
  16.9676208    -1.1513877  
  359.8297119   0.1741998   
  12.5003843    -0.5354576  
  17.0121136    -1.1627966  
  341.4164124   -0.4054714  
  21.0237846    -0.7355187  
  12.4129839    -0.1165023  
  21.7528782    -0.76644    
  352.98703     0.5353451   
  356.6069641   -0.2667848  
  334.7261353   -0.0163308  
  338.8217163   -0.5670084  
  338.5374756   4.698E-4    
  359.2606201   -0.8066807  
  18.4880199    0.6395974   
  354.9160461   0.327231    
  345.3345947   0.664851    
  32.1622276    -0.4885119  
  30.8602905    -0.6650098  
  15.0614338    -1.1907561  
  6.3480926     -0.1532359  
  27.7034721    0.6906049   
  340.5664978   -0.8906303  
  10.6615448    -0.7072488  
  0.588001      0.363704    
  9.3088169     -0.9344839  
  21.3881035    -0.7184119  
  9.0785055     -0.7749819  
  336.701355    0.0151258   
  16.8269711    -0.5333849  
  35.6486626    0.0479659   
  34.2832413    -0.6050732  
  17.2003689    0.9353749   
  345.1303406   0.8631748   
  13.8207846    1.1457471   
  354.8677979   0.9851132   
  349.4885864   0.8795149   
  348.1145325   0.8754751   
  349.2028198   0.8313087   
  358.7557068   0.9116222   
  19.7472248    1.1867161   
  346.8404846   1.0488226   
  347.4225769   -0.6163723  
  331.7734375   -0.2335609  
  30.785593     0.9405903   
  336.1481628   0.2523111   
  342.7966614   0.9956158   
  338.8869629   0.9386099   
  344.9928284   0.775446    
  336.7509766   -0.0794948  
  21.4409828    -0.9739915  
  334.3891602   -0.7071668  
  338.7591553   0.3616287   
  340.1498413   0.9759007   
  341.1469421   -0.491619   
  332.1438904   0.9962645   
  19.3164768    0.4408317   
  11.0659542    -0.7175353  
  332.540863    0.1570973   
  331.6826782   0.4253226   
  337.6577148   1.0154237   
  331.4859009   0.8389595   
  338.6482239   0.336008    
  31.882021     1.0635809   
  340.2467651   1.0545448   
  342.4223328   0.2657274   
  338.543457    -0.5543271  
  339.6699219   -0.6077899  
  347.5815735   0.9729233   
